Name,Country,State/Province
"University Hospital, Gentofte, Copenhagen",Denmark,Capital Region of Denmark
Ospedale Edoardo Bassini,Italy,Lombardy
OSE Immunotherapeutics,France,Pays de la Loire
"Navy General Hospital, Beijing",China,Beijing
La Raza Medical Center,USA,California
Shanxi Bethune Hospital,China,Shanxi
Acrotech Biopharma Inc.,United States,New Jersey
TeneoOne Inc.,United States,Florida
"Institute of Liver and Biliary Sciences, India",India,Delhi
Apitope Technology (Bristol) Ltd.,United Kingdom,England
Claudio Gobbi,Italy,Emilia-Romagna
Waukesha Memorial Hospital,United States,Wisconsin
LG Chem,South Korea,South Jeolla Province
Zucara Therapeutics Inc.,Canada,Alberta
Active Biotech AB,Sweden,Skåne County
Saddam Al Demour,Saudi Arabia,Eastern Province
"E-Star BioTech, LLC",United States,California
"Oryn Therapeutics, LLC",United States,North Carolina
Region Västerbotten,Sweden,Västerbotten
Chinese SLE Treatment And Research Group,China,Jiangsu
IRCCS Policlinico S. Matteo,Italy,Lombardy
Merrimack Pharmaceuticals,United States,Massachusetts
"Joint Stock Company ""Farmak""",Ukraine,Kyiv Oblast
University of Illinois at Chicago,United States,Illinois
Hospital Italiano de Buenos Aires,Argentina,Buenos Aires
Indiana University,United States,Indiana
Georgetown University,United States,District of Columbia
"Arthritis Treatment Center, Maryland",United States,Maryland
R.Bos,Netherlands,North Brabant
Dr. Mohammad Mamun Khan,Bangladesh,Dhaka
"Michael Schiff, MD",United States,New York
Arana Therapeutics Ltd,Australia,Victoria
Julia Brown,United States,California
"UCB Pharma SA, Belgium",Belgium,Brussels-Capital Region
ConjuChem,Canada,Quebec
UCB Japan Co. Ltd.,Japan,Tokyo
Rüdiger B. Müller,Germany,Bavaria
Alios Biopharma Inc.,United States,California
US Department of Veterans Affairs,United States,Virginia
"Instituto Nacional de Cancer, Brazil",Brazil,São Paulo
"Astellas Pharma Korea, Inc.",South Korea,Seoul
Silverback Therapeutics,United States,Washington
Inmunotek S.L.,Spain,Madrid
University of Hawaii,United States,Hawaii
Methodist Health System,United States,Texas
Messoud Ashina,Iran,Kermanshah
Sichuan Center for Disease Control and Prevention,China,Sichuan
University College Dublin,Ireland,Dublin
Modus Therapeutics AB,Sweden,Stockholm
"Neuronoff, Inc",United States,California
Extend Biosciences Inc.,USA,Massachusetts
Charles Berde,United States,New York
"MabVax Therapeutics, Inc.",United States,California
Shenzhen Geno-Immune Medical Institute,China,Guangdong
University of Nottingham,United Kingdom,England
Nami Safai Haeri,Iran,Tehran
Pontificia Universidad Catolica de Chile,Chile,Región Metropolitana de Santiago
"Alvea Holdings, LLC",United States,Texas
Collegium Medicum w Bydgoszczy,Poland,Kuyavian-Pomeranian Voivodeship
GlyPharma Therapeutics,United States,California
Jennifer Loomis,United States,California
"Intra-Cellular Therapies, Inc.",United States,New York
Centre Hospitalier St Anne,France,Île-de-France
Karoline Krause,Germany,Bavaria
"University Hospital, Geneva",Switzerland,Geneva
National Eye Institute (NEI),United States,Maryland
Metropolitan Eye Research & Surgery Institute,USA,Minnesota
"Saint Petersburg State University, Russia",Russia,Saint Petersburg
Daval International Limited,United Kingdom,England
İlayda Türkoğlu,Turkey,İstanbul
Andrea Vambutas,USA,New York
Chinese Academy of Sciences,China,Beijing
"University of Split, School of Medicine",Croatia,Split-Dalmatia County
Damanhour University,Egypt,Al Buhayrah
"Southeast University, China",China,Jiangsu
Wolfson Medical Center,Israel,Central District
Ruilan Wang,China,Guangdong
Queen Mary University of London,United Kingdom,England
University of Thessaly,Greece,Thessaly
Bioverativ Therapeutics Inc.,USA,Massachusetts
Louis Stokes VA Medical Center,United States,Ohio
VectivBio AG,Switzerland,Zurich
"9 Meters Biopharma, Inc.",United States,North Carolina
Andrew Dauber,United States,Massachusetts
Sangamo Therapeutics,USA,California
"Center for Research and Production of Vaccines and Biologicals, Vietnam",Vietnam,Ha Noi
"Dracen Pharmaceuticals, Inc.",United States,Texas
"Arthritis & Rheumatism Associates, P.C.",United States,Maryland
Sadick Research Group,United States,New York
"Premier Specialists, Australia",Australia,Queensland
"Trius Therapeutics LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",USA,New Jersey
Fundación Fernández-Cruz,Spain,Community of Madrid
IBSA Farmaceutici Italia Srl,Italy,Lombardy
Riley McLean,United States,Texas
Fujian Medical University Union Hospital,China,Fujian
Medical University of Warsaw,Poland,Mazovia
Lund University Hospital,Sweden,Skåne County
MedDerm Associates,USA,Massachusetts
"Selecta Biosciences, Inc.",United States,Massachusetts
NFL Biosciences SAS,France,Occitanie
"OncoPep, Inc.",United States,Massachusetts
Soraia Azevedo,Portugal,Acores
"ImmunoFrontier, Inc.",United States,Massachusetts
"Immune Design, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",USA,New Jersey
ImCheck Therapeutics,France,Provence-Alpes-Côte d'Azur
"Memgen, Inc.",United States,Massachusetts
Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,Germany,Hesse
Shanghai Changzheng Hospital,China,Shanghai
SENAI CIMATEC,Brazil,Bahia
NervGen Pharma,Canada,British Columbia
James J. Peters Veterans Affairs Medical Center,United States,New York
Catholic University of Korea Saint Paul's Hospital,South Korea,Seoul
"Biohaven Pharmaceuticals, Inc.",United States,Connecticut
Johnson & Johnson Private Limited,India,Maharashtra
Association Athletes For Transparency,United States,California
Brugmann University Hospital,Belgium,Brussels-Capital Region
"Brooklyn ImmunoTherapeutics, LLC",United States,New York
Sejong General Hospital,South Korea,Gyeonggi Province
Henan Institute of Cardiovascular Epidemiology,China,Henan
Immutep Australia Pty. Ltd.,Australia,New South Wales
Immutep S.A.S.,France,Île-de-France
Andrews Research & Education Foundation,United States,Florida
AB2 Bio Ltd.,United Kingdom,England
Kastamonu University,Turkey,Kastamonu
Sun U. Kwon,South Korea,Gangwon-do
General Hospital of Shenyang Military Region,China,Liaoning Province
Keesler Air Force Base Medical Center,United States,Mississippi
Istanbul Medeniyet University,Turkey,Istanbul
"Caliway Biopharmaceuticals Co., Ltd.",China,Hubei
"10xBio, LLC",United States,Massachusetts
Ankara Yildirim Beyazıt University,Turkey,Ankara
Isala,Netherlands,Overijssel
"Rejuven Dermaceutical Co., Ltd.",Thailand,Chiang Mai
Hennepin Healthcare Research Institute,United States,Minnesota
Universidad Abierta Interamericana,Argentina,Buenos Aires
Jessa Hospital,Belgium,Flanders
"HK Surgical, Inc.",United States,California
Loma Linda University,United States,California
"Steve N. Caritis, MD",United States,Florida
Cugene Inc.,United States,California
Fen Li,China,Hunan
"Hangzhou Sumgen Biotech Co., Ltd.",China,Zhejiang
Viela Bio,United States,Maryland
The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,China,Jiangsu
"Maruho Co., Ltd.",Japan,Osaka Prefecture
Suk-Ho Moon,South Korea,Seoul
"Hangzhou Sciwind Biosciences Co., Ltd.",China,Zhejiang
Andros Day Surgery Clinic,Australia,New South Wales
Incyte Corporation,United States,Delaware
Dow University of Health Sciences,Pakistan,Sindh
Causeway Therapeutics,United Kingdom,England
Chen Yueh,Taiwan,Tainan City
"Wrightington, Wigan and Leigh NHS Foundation Trust",United Kingdom,England
Gloucestershire Hospitals NHS Foundation Trust,United Kingdom,England
Men's Health Boston,United States,Massachusetts
National University of Malaysia,Malaysia,Selangor
"Sirius Therapeutics Co., Ltd.",China,Zhejiang
Medical University of Lublin,Poland,Lublin Voivodeship
Omeros Corporation,USA,Washington
"NantCell, Inc.",United States,California
"Tourmaline Bio, Inc.",United States,California
"Horizon Pharma USA, Inc.",United States,Illinois
Mundipharma Research Limited,United Kingdom,England
Uludag University,Turkey,Bursa
Ikaria Bioscience Pty Ltd,Australia,New South Wales
West China Hospital,China,Sichuan
Institut de Recerca Biomèdica de Lleida,Spain,Catalonia
North York General Hospital,Canada,Ontario
"Good Samaritan Regional Medical Center, Oregon",United States,Oregon
Leiden University,Netherlands,South Holland
The First Affiliated Hospital of Zhengzhou University,China,Henan
Dubai Health Authority,United Arab Emirates,Dubai
"OBI Pharma, Inc",Taiwan,Taipei City
University of Kansas Medical Center,United States,Kansas
Beijing Chest Hospital,China,Beijing
"BGI, China",China,Guangdong
"Kyowa Kirin, Inc.",Japan,Tokyo
Genta Incorporated,United States,California
"Rebecca Knickmeyer Santelli, PhD",USA,California
"Roopa Kanakatti Shankar, MBBS, MS",India,Karnataka
Medtronic Diabetes,United States,Minnesota
Andromeda Biotech Ltd.,United Kingdom,England
Centre d'Etudes et de Recherche pour l'Intensification du Traitement du Diabète,France,Île-de-France
University of Oulu,Finland,Oulu
"Steven J. Russell, MD, PhD",United States,Maryland
Vanderbilt University,United States,Tennessee
Dasman Diabetes Institute,Kuwait,Al Asimah
Fundación para la Investigación del Hospital Clínico de Valencia,Spain,Valencia
"Hompesch, Marcus, M.D.",Germany,North Rhine-Westphalia
"Carla Greenbaum, MD",United States,California
Ludwig-Maximilians - University of Munich,Germany,Bavaria
Liverpool John Moores University,United Kingdom,England
John Hunter Children's Hospital,Australia,New South Wales
"REMD Biotherapeutics, Inc.",USA,Massachusetts
Niguarda Hospital,Italy,Lombardy
Carman Giacomantonio,Canada,Ontario
Steen Andersen,Denmark,Region of Southern Denmark
Jewish General Hospital,Canada,Quebec
Peter Bang,Denmark,Capital Region
Kinderkrankenhaus auf der Bult,Germany,Lower Saxony
Abbott Diabetes Care,United States,California
Tel Aviv University,Israel,Tel Aviv District
Shenzhen Second People's Hospital,China,Guangdong
"Vivani Medical, Inc",USA,California
Peter Rossing,Denmark,Capital Region
"Hospital de Especialidades, Centro Medico Nacional ""La Raza"", Instituto Mexicano del Seguro Social",Mexico,Mexico City
"Oncorus, Inc.",United States,Massachusetts
Servier (Tianjin) Pharmaceutical Co. LTD.,China,Tianjin
"Peptron, Inc.",South Korea,Seoul
"PegBio Co., Ltd.",South Korea,Gyeonggi Province
Hopital du Sacre-Coeur de Montreal,Canada,Quebec
QL Biopharmaceutical Australia Pty Ltd,Australia,Victoria
Insulet Corporation,United States,Massachusetts
Periannan Kuppusamy,India,Tamil Nadu
"Dennis G. Karounos, M.D.",USA,New Jersey
Konkuk University Medical Center,South Korea,Seoul
"Chengdu Brilliant Pharmaceutical Co., Ltd.",China,Sichuan
Carl T. Hayden VA Medical Center,United States,Arizona
Nagaoka Red Cross Hospital,Japan,Niigata Prefecture
Yaounde Central Hospital,Cameroon,Centre Region
Attaya Suvannasankha,Thailand,Nakhon Ratchasima
Marja-Riitta Taskinen,Finland,Uusimaa
"Chinese Academy of Medical Sciences, Fuwai Hospital",China,Beijing
"Amsterdam UMC, location VUmc",Netherlands,North Holland
Pacific Diabetes Technologies,United States,California
Sandwell & West Birmingham Hospitals NHS Trust,United Kingdom,England
Skane University Hospital,Sweden,Skåne County
Beijing Hospital,China,Beijing
Mountain Diabetes and Endocrine Center,USA,Colorado
Michael Tsoukas,United States,California
University of Hull,United Kingdom,England
Nordsjaellands Hospital,Denmark,Region Hovedstaden
Theracos,United States,Massachusetts
TikoMed AB,Sweden,Skåne County
AKARI Therapeutics,United States,New York
Incara Pharmaceuticals,USA,Texas
AltruBio Inc.,USA,California
Omer Karaca,Turkey,Istanbul
Tracon Pharmaceuticals Inc.,United States,California
JHSPH Center for Clinical Trials,United States,Maryland
"Zhongshan Ophthalmic Center, Sun Yat-sen University",China,Guangdong
Quan Dong Nguyen,Vietnam,Ho Chi Minh City
Massachusetts Eye Research and Surgery Institution,United States,Massachusetts
"Tampa Bay Uveitis Center, LLC",United States,Florida
Nisha Acharya,India,Maharashtra
American University of Beirut Medical Center,Lebanon,Beirut
Azienda Sanitaria-Universitaria Integrata di Udine,Italy,Friuli-Venezia Giulia
China National Biotec Group Company Limited,China,Beijing
"SK Bioscience Co., Ltd.",South Korea,Gyeonggi-do
"Sinovac (Dalian) Vaccine Technology Co., Ltd.",China,Liaoning
Hull University Teaching Hospitals NHS Trust,United Kingdom,England
Mr Ryckie George Wade,Australia,Tasmania
Merakris Therapeutics,United States,Massachusetts
Mohamed Sayed Mohamed Abbas,Egypt,Cairo
Portola Pharmaceuticals,United States,California
Marc Blondon,France,Auvergne-Rhône-Alpes
Xuzhou Medical University,China,Jiangsu
GEM Hospital & Research Center,India,Tamil Nadu
Inbo Han,South Korea,Gyeonggi Province
Volumina Medical S.A.,Chile,Santiago
Prollenium Medical Technologies Inc.,Canada,Ontario
"Merz North America, Inc.",United States,North Carolina
"Bleeding and Clotting Disorders Institute Peoria, Illinois",United States,Illinois
Laboratoires Vivacy,France,Île-de-France
"Nippon Kayaku Co., Ltd.",Japan,Tokyo
"Viking Therapeutics, Inc.",United States,California
Wilkes University,United States,Pennsylvania
"Kyowa Hakko Kirin Pharma, Inc.",Japan,Tokyo
Kyowa Kirin Pharmaceutical Development Ltd,Japan,Tokyo
