Name,Country,State/Province
Vietnam Military Medical University,Vietnam,Hanoi
"IST GmbH, Germany|Hannover Medical School|Improvement by Movement GmbH, Germany",Germany,Lower Saxony
Adelphi Real World,United Kingdom,England
Galderma R&D,Switzerland,Vaud
Derming SRL,Italy,Lazio
Timeless Chirurgia Plastyczna-Janusz Jaworowski|Melitus sp. z o.o.|Polish Stem Cells Bank S.A.,Poland,Masovian Voivodeship
Biomedical Advanced Research and Development Authority,United States,Maryland
"Celgene|OncoPep, Inc.",United States,Massachusetts
U.S. Army Medical Research and Development Command|Armed Forces Institute of Regenerative Medicine,United States,Maryland
ILife Consulting|Exystat,United States,Florida
Duke Cancer Institute|H. Lee Moffitt Cancer Center and Research Institute,United States,North Carolina
The N.1 Institute for Health (N.1)|Cancer Science Institute of Singapore,Singapore,Singapore
Health Resources and Services Administration (HRSA),United States,Maryland
Hvidovre University Hospital,Denmark,Capital Region of Denmark
"The First People's Hospital of Kunshan|Traditional Chinese Medicine Hospital of Kunshan, China|Wuxi 904 Hospital, China|The Sixth People's Hospital of Nantong, China|Zhejiang Provincial Hospital of TCM",China,Jiangsu
Oswaldo Cruz Foundation|Federal University of Bahia|Hospital Geral do Estado|Hospital da Bahia,Brazil,Bahia
National Health Insurance Service Ilsan Hospital|Medy-Tox,South Korea,Gyeonggi-do
Johnson & Johnson,United States,New Jersey
University of Milan School of Medicine|Centre d'Investigation Clinique Lyon (CIC)|Ecole Nationale de Ski et d'Alpinisme (ENSA)|Partnership for Clean Competition,Italy,Lombardy
Samsung Medical Center|National Health Insurance Service Ilsan Hospital|Chonnam National University Hospital|Daegu Catholic University Medical Center|Inje University Ilsan Paik Hospital|Catholic University of Korea Eunpyeong St. Mary's Hospital,South Korea,Gyeonggi Province
Umanis,France,Île-de-France
"Auburn University|Arthrex, Inc.",United States,Alabama
Action Research Group|Amgen,United States,California
"CMIC Co, Ltd. Japan",Japan,Tokyo
Linyi People's Hospital,China,Shandong
Korea Evaluation Institute of Industrial Technology,South Korea,Gyeonggi-do
"Therapeutics, Inc.",United States,Massachusetts
Royal United Hospitals Bath NHS Foundation Trust|Cimar,United Kingdom,England
Walter Reed Army Institute of Research (WRAIR)|GlaxoSmithKline,United States,Maryland
Agency for Healthcare Research and Quality (AHRQ),United States,Maryland
"University of California, Riverside",United States,California
Pediatric Rheumatology International Trials Organization,USA,New Jersey
Pharmaceutical Research Associates|Richmond Pharmacology Limited|ACM Global Laboratories|Eurofins|The Doctors Laboratory,United Kingdom,England
Janssen-Cilag G.m.b.H|Labor Berlin-Charité Vivantes G.m.b.H|Deutsches Rheuma-Forschungszentrum Berlin (DRFZ)|Charité Clinical Trial Office (CTO),Germany,Berlin
Seoul St. Mary's Hospital,South Korea,Seoul
West China Hospital,China,Sichuan
TRB Chemedica,Switzerland,Geneva
National Institutes of Health (NIH)|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|Amgen,United States,Maryland
University of Chicago|Organon|Sanofi|Duke University,United States,Illinois
Medical University of Gdansk,Poland,Pomeranian Voivodeship
"University College Dublin|Medical Research Institute of New Zealand|Medical Research Future Fund|Health Research Board, Ireland|Health Research Council, New Zealand|Irish Critical Care Clinical Trials Network|ANZICS Clinical Trials Group|Monash University",Ireland,Leinster; New Zealand
Sunnybrook Research Institute|Canadian Institutes of Health Research (CIHR),Canada,Ontario
"National Health and Medical Research Council, Australia|Australian and New Zealand Intensive Care Society Clinical Trials Group|Monash University",Australia,Victoria
Shenzhen Third People's Hospital|Shenzhen Second People's Hospital,China,Guangdong
Fujian Cancer Hospital,China,Fujian Province
"Cancer Research Institute, New York City",United States,New York
"Beijing Children's Hospital|The First Affiliated Hospital with Nanjing Medical University|Shanghai Children's Hospital|Children's Hospital of Fudan University|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|The First Hospital of Jilin University|Jiangxi Province Children's Hospital|Affiliated Hospital of Jiangnan University|The Children's Hospital of Zhejiang University School of Medicine",China,"Beijing  
China"
Merck Serono Middle East FZ LLC,United Arab Emirates,Dubai
"Cambridge University Hospitals NHS Foundation Trust|NHS Dumfries & Galloway|NHS Lothian|NHS Greater Glasgow and Clyde|Harrogate & District NHS Foundation Trust|King's College Hospital NHS Trust|Nottingham University Hospitals NHS Trust|National Institute for Health Research, United Kingdom",United Kingdom,England
Juvenile Diabetes Research Foundation|Oeresund Diabetes Academy,Denmark,Region Hovedstaden
Oulu University Hospital|Tampere University Hospital|Turku University Hospital|Skane University Hospital,Finland,Oulu Province; Finland
Juvenile Diabetes Research Foundation|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),United States,Maryland
"Adfontes (Shanghai) Bio-technology Co.,Ltd.",China,Shanghai
"European Union|Ministerio de Ciencia e Innovación, Spain",Spain,Comunidad de Madrid
"Tonghua Dongbao Pharmaceutical Co.,Ltd",China,Jilin Province
"Profil Institute for Clinical Research, Inc.",United States,Florida
"REMD Biotherapeutics, Inc.|Juvenile Diabetes Research Foundation|The Leona M. and Harry B. Helmsley Charitable Trust",United States,New York
Juvenile Diabetes Research Foundation|Medical College of Wisconsin,United States,Wisconsin
University of Rochester,United States,New York
Liverpool University Hospitals NHS Foundation Trust,United Kingdom,England
"Royal North Shore Hospital|Sydney Children's Hospitals Network|Royal Children's Hospital|Lady Cilento Children's Hospital, Brisbane|NovoNordisk Pharmaceuticals",Australia,New South Wales
Oulu University Hospital|Tampere University Hospital|Turku University Hospital,Finland,Oulu Province | Finland
"REMD Biotherapeutics, Inc.",United States,Massachusetts
Children's Medical Center Dallas,United States,Texas
"University of California, Santa Barbara|University of Virginia",United States,California
"Abbott Diabetes Care|Insulet Corporation|DexCom, Inc.|University of California, Santa Barbara",United States,California
Nova Scotia Health Authority,Canada,Nova Scotia
Canadian Diabetes Association,Canada,Ontario
"Abbott Diabetes Care|DexCom, Inc.|Insulet Corporation|University of California, Santa Barbara",United States,California
Technical University of Denmark,Denmark,Capital Region
University of Castilla-La Mancha|Universidad de Córdoba,Spain,Castilla-La Mancha
University of Bern|University of Lausanne,Switzerland,Canton of Bern
"Immune Tolerance Network (ITN)|PPD|Rho Federal Systems Division, Inc.",United States,North Carolina
"Amylin Pharmaceuticals, LLC.|Eli Lilly and Company",United States,Indiana
University of Exeter,United Kingdom,England
Canadian Institutes of Health Research (CIHR)|University of Toronto,Canada,Ontario
"National Polytechnic Institute, Mexico",Mexico,Mexico City
"Réseau de recherche en santé cardiométabolique, diabète et obésité",Canada,Quebec
"Emisphere Technologies, Inc.",United States,New Jersey
Children's National Research Institute,United States,District of Columbia
Eli Lilly and Company|i3 Drug Safety,United States,Indiana
"Tigermed Consulting Co., Ltd",China,Guangdong
Maisonneuve-Rosemont Hospital,Canada,Quebec
"Novotech (Australia) Pty Limited|Beijing QL Biopharmaceutical Co.,Ltd",Australia,New South Wales
"Air Force Military Medical University, China|First Affiliated Hospital Xi'an Jiaotong University|Second Affiliated Hospital of Xi'an Jiaotong University|Shaanxi Provincial People's Hospital|Chang'An Hospital|Xi'an Gaoxin Hospital|Xi'an Central Hospital|Shaanxi Aerospace Hospital",China,Shaanxi
"The Sixth Affiliated Hospital of Guangzhou Medical University|Third Affiliated Hospital, Sun Yat-Sen University|Peking University Shenzhen Hospital|Dongguan Kanghua Hospital|First People's Hospital, Shunde China|The First Affiliated Hospital of Guangdong Pharmaceutical University|The Fifth Affiliated Hospital of Zunyi Medical College|Shenzhen Sixth People's Hospital",China,Guangdong
"American Diabetes Association|Amylin Pharmaceuticals, LLC.",United States,Virginia
CTI Clinical Trial and Consulting Services,United States,Kentucky
"Ministry of Education, China|Guangdong Science and Technology Bureau, China|Hoffmann-La Roche|Novo Nordisk A/S",China,Guangdong
University of Yaounde 1|University of Buea,Cameroon,Littoral
"Janssen Scientific Affairs, LLC|Indiana Institute for Medical Research",United States,Indiana
"Novo Nordisk A/S|University Hospitals, Leicester",Denmark,Capital Region
Oregon Health and Science University,United States,Oregon
Association of British Clinical Diabetologists,United Kingdom,England
Bristol-Myers Squibb|Altor BioScience,United States,Florida
Medical Research Council|Skane County Council Research & Development Foundation,Sweden,Skåne County
Gothia Forum - Center for Clinical Trial|Statistiska Konsultgruppen,Sweden,Västra Götaland
Adocia,France,Auvergne-Rhône-Alpes
Danish Research Centre for Magnetic Resonance|University of Copenhagen|Steno Diabetes Center Copenhagen,Denmark,Capital Region of Denmark
General Hospital Groeninge,Belgium,West Flanders
UCB Pharma|University of Pennsylvania,United States,Pennsylvania
Baskent University,Turkey,Ankara
University of Illinois at Chicago|The Cleveland Clinic,United States,Illinois
The Eye Hospital of Wenzhou Medical University|The First Affiliated Hospital of Soochow University|Shandong Eye Hospital,China,Zhejiang
"Children's Hospital of Philadelphia|Children's Hospital Medical Center, Cincinnati|Children's Mercy Hospital Kansas City|National Eye Institute (NEI)|Great Ormond Street Hospital for Children NHS Foundation Trust|University Hospitals Bristol and Weston NHS Foundation Trust|Alder Hey Children's NHS Foundation Trust|Newcastle-upon-Tyne Hospitals NHS Trust|Sheffield Children's NHS Foundation Trust|Cambridge University Hospitals NHS Foundation Trust|Royal Children's Hospital|Norfolk and Norwich University Hospitals NHS Foundation Trust|Vanderbilt University Medical Center|University of California, Davis|University of Texas at Austin|University of Miami|University Hospitals, Leicester|University of Utah|Colorado Retina Associates|Manchester University NHS Foundation Trust",United States,"Pennsylvania  
United States"
Beijing Institute of Biological Products Co Ltd.|Jiangsu Province Center for Disease Control and Prevention,China,Jiangsu Province
National Institutes of Health (NIH)|National Center for Research Resources (NCRR)|Novartis,United States,Maryland
US Department of Veterans Affairs,United States,Virginia
IntraPump Infusion Systems|Laboratory Corporation of America,United States,North Carolina
"Regeneron Pharmaceuticals|Sanofi|Atopic Dermatitis Research Network|Rho Federal Systems Division, Inc.",United States,New York
Jacobi Medical Center,United States,New York
ZhongSheng BioTech Inc.,China,Guangdong
